nivel_verificacion,n_bytes,tiempo_total_s,tiempo_total_kem_s,tiempo_total_dss_s,tiempo_total_aes_s,cpu_total,cpu_total_kem,cpu_total_dss,cpu_total_aes,memoria_promedio_kem_kb,memoria_promedio_dss_kb,memoria_promedio_aes_kb
1,102400,0.050664,0.005529,0.000025,0.045110,0.012645,0.008330,0.000025,0.004290,4.000000,5.000000,5.000000
1,102400,0.051622,0.005020,0.000026,0.046576,0.011929,0.007944,0.000025,0.003960,4.000000,5.000000,5.000000
1,102400,0.053850,0.008753,0.000027,0.045069,0.019442,0.013183,0.000027,0.006232,4.000000,5.000000,5.000000
1,102400,0.051567,0.005096,0.000029,0.046442,0.011593,0.007720,0.000030,0.003843,4.000000,5.000000,5.000000
1,102400,0.050251,0.004834,0.000099,0.045319,0.011641,0.007399,0.000099,0.004143,4.000000,5.000000,5.000000
1,102400,0.052269,0.006215,0.000025,0.046029,0.013036,0.008541,0.000026,0.004469,4.000000,5.000000,5.000000
1,102400,0.060103,0.010153,0.000032,0.049918,0.016522,0.009858,0.000032,0.006632,3.000000,4.000000,5.000000
1,102400,0.067677,0.018993,0.000214,0.048470,0.031292,0.022333,0.000043,0.008916,4.000000,5.000000,5.000000
1,102400,0.054597,0.010170,0.000045,0.044381,0.019511,0.015005,0.000044,0.004462,4.000000,5.000000,5.000000
1,102400,0.055418,0.007662,0.000026,0.047730,0.018036,0.011441,0.000026,0.006569,4.000000,5.000000,5.000000
1,102400,0.060253,0.008950,0.000025,0.051278,0.020509,0.011965,0.000025,0.008519,4.000000,5.000000,5.000000
1,102400,0.047922,0.003563,0.000025,0.044334,0.009201,0.005647,0.000025,0.003529,4.000000,5.000000,5.000000
1,102400,0.047898,0.004047,0.000025,0.043826,0.009459,0.005966,0.000024,0.003469,4.000000,5.000000,5.000000
1,102400,0.049054,0.003870,0.000027,0.045158,0.009186,0.005901,0.000027,0.003258,4.000000,5.000000,5.000000
1,102400,0.051741,0.003941,0.000025,0.047775,0.010166,0.005727,0.000025,0.004414,4.000000,5.000000,5.000000
1,102400,0.048007,0.002714,0.000016,0.045277,0.007940,0.003357,0.000016,0.004567,3.000000,4.000000,5.000000
1,102400,0.049944,0.003861,0.000024,0.046059,0.008984,0.005844,0.000025,0.003115,4.000000,5.000000,5.000000
1,102400,0.051077,0.004704,0.000026,0.046346,0.010867,0.007302,0.000027,0.003538,4.000000,5.000000,5.000000
1,102400,0.049501,0.002938,0.000046,0.046518,0.011004,0.004084,0.000045,0.006875,4.000000,4.000000,5.000000
1,102400,0.047808,0.004045,0.000025,0.043738,0.010062,0.006083,0.000025,0.003954,4.000000,5.000000,5.000000
1,102400,0.051189,0.005270,0.000027,0.045892,0.010145,0.006929,0.000027,0.003189,4.000000,5.000000,5.000000
1,102400,0.051246,0.004650,0.000025,0.046570,0.011385,0.007008,0.000025,0.004352,4.000000,5.000000,5.000000
1,102400,0.054543,0.005056,0.000025,0.049462,0.011426,0.007867,0.000026,0.003533,4.000000,5.000000,5.000000
1,102400,0.050262,0.007487,0.000027,0.042748,0.013297,0.009951,0.000027,0.003319,4.000000,5.000000,5.000000
1,102400,0.050575,0.003752,0.000026,0.046798,0.010210,0.005949,0.000025,0.004236,4.000000,5.000000,5.000000
1,102400,0.048332,0.004307,0.000027,0.043998,0.010635,0.006571,0.000027,0.004037,4.000000,5.000000,5.000000
1,102400,0.051056,0.004410,0.000025,0.046622,0.011410,0.006888,0.000025,0.004497,4.000000,5.000000,5.000000
1,102400,0.049707,0.003736,0.000025,0.045947,0.009202,0.005865,0.000024,0.003313,4.000000,5.000000,5.000000
1,102400,0.051395,0.007731,0.000026,0.043639,0.014138,0.010640,0.000025,0.003473,3.000000,5.000000,5.000000
1,102400,0.068335,0.017746,0.000025,0.050563,0.028924,0.019579,0.000025,0.009320,4.000000,5.000000,5.000000
1,102400,0.053502,0.006612,0.000025,0.046865,0.013143,0.009410,0.000025,0.003708,4.000000,5.000000,5.000000
1,102400,0.050800,0.004236,0.000025,0.046539,0.009867,0.006416,0.000026,0.003425,3.000000,5.000000,5.000000
1,102400,0.050979,0.007286,0.000026,0.043668,0.015913,0.012171,0.000025,0.003717,4.000000,5.000000,5.000000
1,102400,0.047331,0.004290,0.000024,0.043017,0.010174,0.006710,0.000024,0.003440,4.000000,5.000000,5.000000
1,102400,0.049744,0.005518,0.000025,0.044200,0.011627,0.007961,0.000026,0.003640,4.000000,5.000000,5.000000
1,102400,0.051004,0.003743,0.000026,0.047235,0.012083,0.005372,0.000025,0.006686,4.000000,5.000000,5.000000
1,102400,0.049120,0.003981,0.000025,0.045114,0.009863,0.006279,0.000025,0.003559,4.000000,5.000000,5.000000
1,102400,0.050858,0.004657,0.000086,0.046115,0.011136,0.007292,0.000086,0.003758,4.000000,5.000000,5.000000
1,102400,0.053065,0.007664,0.000071,0.045330,0.019101,0.013348,0.000071,0.005682,4.000000,5.000000,5.000000
1,102400,0.051138,0.004733,0.000076,0.046329,0.011548,0.007076,0.000075,0.004397,4.000000,5.000000,5.000000
1,102400,0.049987,0.004708,0.000122,0.045156,0.011213,0.007190,0.000122,0.003901,4.000000,5.000000,5.000000
1,102400,0.048720,0.005684,0.000025,0.043011,0.011527,0.008424,0.000026,0.003077,4.000000,5.000000,5.000000
1,102400,0.051301,0.005027,0.000025,0.046248,0.012051,0.007928,0.000025,0.004098,4.000000,5.000000,5.000000
1,102400,0.057590,0.009564,0.000026,0.048000,0.020116,0.012586,0.000025,0.007505,4.000000,5.000000,5.000000
1,102400,0.047488,0.004084,0.000024,0.043380,0.009510,0.006072,0.000024,0.003414,4.000000,5.000000,5.000000
1,102400,0.051126,0.004247,0.000025,0.046853,0.010251,0.006748,0.000024,0.003479,4.000000,5.000000,5.000000
1,102400,0.051703,0.004584,0.000026,0.047093,0.011893,0.006876,0.000026,0.004991,4.000000,5.000000,5.000000
1,102400,0.055943,0.007667,0.000026,0.048250,0.015708,0.010021,0.000025,0.005662,3.000000,5.000000,5.000000
1,102400,0.052501,0.004318,0.000027,0.048157,0.009802,0.006341,0.000026,0.003435,4.000000,5.000000,5.000000
1,102400,0.060143,0.011666,0.000025,0.048452,0.020621,0.013778,0.000024,0.006819,4.000000,5.000000,5.000000
1,102400,0.049527,0.004578,0.000025,0.044925,0.011834,0.007369,0.000025,0.004440,4.000000,5.000000,5.000000
1,102400,0.067604,0.018608,0.000025,0.048971,0.030224,0.021090,0.000025,0.009109,4.000000,5.000000,5.000000
1,102400,0.052904,0.006701,0.000026,0.046177,0.012487,0.009257,0.000027,0.003203,4.000000,5.000000,5.000000
1,102400,0.057899,0.012027,0.000027,0.045846,0.020920,0.014200,0.000026,0.006694,4.000000,5.000000,5.000000
1,102400,0.055117,0.009622,0.000029,0.045466,0.016507,0.012137,0.000028,0.004342,4.000000,5.000000,5.000000
1,102400,0.049558,0.004288,0.000025,0.045244,0.011499,0.006300,0.000025,0.005174,4.000000,5.000000,5.000000
1,102400,0.053309,0.006440,0.000025,0.046845,0.013596,0.009466,0.000025,0.004105,4.000000,5.000000,5.000000
1,102400,0.050247,0.004921,0.000026,0.045301,0.011410,0.007415,0.000025,0.003970,4.000000,5.000000,5.000000
1,102400,0.054375,0.008301,0.000024,0.046050,0.016541,0.010447,0.000024,0.006070,4.000000,5.000000,5.000000
1,102400,0.055587,0.009811,0.000024,0.045752,0.016239,0.012341,0.000025,0.003873,4.000000,5.000000,5.000000
1,102400,0.050324,0.004716,0.000026,0.045582,0.010507,0.007078,0.000026,0.003403,4.000000,5.000000,5.000000
1,102400,0.055810,0.008482,0.000025,0.047303,0.015021,0.010274,0.000025,0.004722,4.000000,5.000000,6.000000
